epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,646.722,1.50081,0.90272,1.06224,0.83935,0.62557,0.72482,0.40909,1.52568,0.89458,1.08573,0.000891022,0.000891022,0.000891022
18,684.075,1.49775,0.91022,1.05502,0.84859,0.65549,0.74297,0.42081,1.52808,0.88838,1.08111,0.000877273,0.000877273,0.000877273
19,718.405,1.45885,0.87361,1.04424,0.82076,0.6211,0.69395,0.3962,1.49224,0.87651,1.0682,0.000863525,0.000863525,0.000863525
20,753.263,1.46322,0.87604,1.05202,0.82748,0.68812,0.75177,0.44062,1.44485,0.85956,1.05705,0.000849776,0.000849776,0.000849776
21,785.481,1.47108,0.86379,1.04014,0.77296,0.6467,0.71061,0.39713,1.48313,0.85687,1.06447,0.000836027,0.000836027,0.000836027
22,822.583,1.44987,0.84776,1.0348,0.84684,0.68489,0.75173,0.4392,1.46015,0.83226,1.05668,0.000822279,0.000822279,0.000822279
23,859.723,1.43546,0.84859,1.04,0.79011,0.71626,0.75291,0.44341,1.42602,0.82421,1.04402,0.00080853,0.00080853,0.00080853
24,895.542,1.44063,0.82701,1.03129,0.78318,0.6677,0.71779,0.41258,1.47884,0.83722,1.06289,0.000794782,0.000794782,0.000794782
25,929.498,1.42669,0.82968,1.02752,0.70385,0.56654,0.63722,0.35627,1.59788,1.01928,1.11109,0.000781033,0.000781033,0.000781033
26,964.416,1.41249,0.81376,1.03218,0.85656,0.65426,0.76037,0.45919,1.42389,0.83188,1.04004,0.000767284,0.000767284,0.000767284
27,999.675,1.42122,0.81933,1.02139,0.86748,0.70717,0.7697,0.45758,1.41245,0.79138,1.04342,0.000753536,0.000753536,0.000753536
28,1032.89,1.38629,0.80089,1.02461,0.84945,0.71341,0.77352,0.45997,1.45069,0.78726,1.0555,0.000739787,0.000739787,0.000739787
29,1065.1,1.39216,0.78787,1.02411,0.82361,0.71046,0.77241,0.46963,1.39619,0.80737,1.03627,0.000726038,0.000726038,0.000726038
30,1101.58,1.37185,0.77791,1.01482,0.81023,0.69578,0.77382,0.4776,1.35992,0.76847,1.026,0.00071229,0.00071229,0.00071229
31,1135.98,1.36256,0.77109,1.01192,0.83882,0.71774,0.79228,0.47447,1.4105,0.77751,1.03366,0.000698541,0.000698541,0.000698541
32,1170.94,1.36744,0.77549,1.01322,0.83181,0.74136,0.79078,0.4825,1.40351,0.77071,1.03598,0.000684793,0.000684793,0.000684793
33,1208.66,1.35575,0.76724,1.0034,0.84462,0.73365,0.79469,0.49103,1.36819,0.74091,1.02454,0.000671044,0.000671044,0.000671044
34,1247.6,1.3377,0.73948,1.00247,0.8082,0.74759,0.80295,0.48366,1.44317,0.77768,1.04384,0.000657295,0.000657295,0.000657295
35,1282.24,1.34197,0.74502,0.99344,0.87023,0.73216,0.80077,0.49037,1.40725,0.76768,1.02678,0.000643547,0.000643547,0.000643547
36,1317.76,1.32607,0.74142,0.99305,0.83049,0.73425,0.80172,0.49292,1.36418,0.74046,1.02038,0.000629798,0.000629798,0.000629798
37,1352.15,1.33334,0.73971,1.00361,0.88398,0.73986,0.82452,0.50859,1.3526,0.71631,1.01883,0.000616049,0.000616049,0.000616049
38,1390,1.32045,0.72252,0.9941,0.83628,0.72833,0.80763,0.48899,1.38182,0.74222,1.0257,0.000602301,0.000602301,0.000602301
39,1428.39,1.30345,0.71359,0.99206,0.82567,0.75651,0.80939,0.5104,1.33525,0.71759,1.01536,0.000588552,0.000588552,0.000588552
40,1462.62,1.30282,0.70214,0.98754,0.80975,0.70778,0.77828,0.46966,1.38089,0.74304,1.02395,0.000574804,0.000574804,0.000574804
41,1494.74,1.2847,0.6915,0.98241,0.82802,0.72809,0.80106,0.49898,1.39979,0.7367,1.02553,0.000561055,0.000561055,0.000561055
42,1528.9,1.28777,0.69391,0.97965,0.86427,0.73718,0.8134,0.50971,1.3332,0.71393,1.01228,0.000547306,0.000547306,0.000547306
43,1566.47,1.25267,0.68451,0.9773,0.89246,0.74866,0.8318,0.52303,1.35091,0.70917,1.01924,0.000533558,0.000533558,0.000533558
44,1604.76,1.24566,0.66949,0.97592,0.87833,0.70569,0.823,0.51357,1.33236,0.69891,1.01308,0.000519809,0.000519809,0.000519809
45,1639.38,1.25216,0.66814,0.97338,0.81659,0.75457,0.82281,0.51964,1.33856,0.69499,1.01286,0.00050606,0.00050606,0.00050606
46,1673.43,1.26829,0.69057,0.97726,0.89103,0.74035,0.82164,0.52077,1.32074,0.68515,1.00887,0.000492312,0.000492312,0.000492312
47,1706.9,1.23735,0.65704,0.97075,0.8807,0.74737,0.81459,0.51474,1.30881,0.69302,1.00551,0.000478563,0.000478563,0.000478563
48,1741.54,1.23284,0.65302,0.96779,0.87718,0.75814,0.8198,0.52351,1.29552,0.68399,1.00445,0.000464815,0.000464815,0.000464815
49,1776.69,1.21619,0.64523,0.96399,0.87361,0.74813,0.81317,0.52224,1.30065,0.69246,1.00106,0.000451066,0.000451066,0.000451066
50,1810.3,1.20706,0.63309,0.96088,0.86932,0.75993,0.82419,0.51936,1.31428,0.68256,1.01178,0.000437317,0.000437317,0.000437317
51,1844.99,1.18871,0.6327,0.96137,0.83647,0.77831,0.82487,0.5251,1.30114,0.66311,1.00372,0.000423569,0.000423569,0.000423569
52,1879.19,1.18716,0.63311,0.95532,0.81006,0.75303,0.82177,0.52991,1.31101,0.67562,1.00858,0.00040982,0.00040982,0.00040982
53,1913.92,1.18465,0.6244,0.95801,0.87695,0.76115,0.83869,0.54323,1.28672,0.66018,1.00434,0.000396071,0.000396071,0.000396071
54,1953.96,1.20093,0.62884,0.95047,0.85429,0.76739,0.82438,0.52964,1.2808,0.66545,0.99815,0.000382323,0.000382323,0.000382323
55,1991.26,1.16486,0.6141,0.94943,0.83287,0.8,0.84151,0.54321,1.29503,0.66953,0.99985,0.000368574,0.000368574,0.000368574
56,2025.65,1.16586,0.60992,0.94465,0.8919,0.77118,0.83867,0.53644,1.29723,0.65873,1.00492,0.000354826,0.000354826,0.000354826
57,2059.1,1.151,0.60525,0.94293,0.84822,0.77398,0.81814,0.52446,1.27729,0.66547,0.99773,0.000341077,0.000341077,0.000341077
58,2093.67,1.13707,0.59865,0.94559,0.85654,0.75861,0.82983,0.53196,1.26453,0.65212,0.99018,0.000327328,0.000327328,0.000327328
59,2129.65,1.1414,0.60084,0.94655,0.82674,0.78536,0.83882,0.54541,1.27883,0.64685,0.99845,0.00031358,0.00031358,0.00031358
60,2165.08,1.14514,0.59014,0.93994,0.89495,0.78224,0.84777,0.55024,1.27448,0.64085,0.99454,0.000299831,0.000299831,0.000299831
61,2202.21,1.12734,0.58988,0.93994,0.87351,0.74367,0.84348,0.54812,1.28056,0.64146,0.99971,0.000286083,0.000286083,0.000286083
62,2237.94,1.13089,0.5885,0.94191,0.86888,0.78712,0.84318,0.54678,1.24227,0.63547,0.98743,0.000272334,0.000272334,0.000272334
63,2271.55,1.11991,0.58067,0.93324,0.86329,0.77745,0.84925,0.55141,1.25817,0.63598,0.9898,0.000258585,0.000258585,0.000258585
64,2306.85,1.10859,0.58187,0.93368,0.8705,0.77714,0.85115,0.54737,1.25452,0.63281,0.99006,0.000244837,0.000244837,0.000244837
65,2346.96,1.09774,0.56938,0.93338,0.86029,0.78293,0.84894,0.55781,1.2551,0.63586,0.99161,0.000231088,0.000231088,0.000231088
66,2384.42,1.09124,0.56383,0.92548,0.83282,0.78469,0.84114,0.54812,1.26221,0.64159,0.99052,0.000217339,0.000217339,0.000217339
67,2419.41,1.09347,0.56723,0.92549,0.88541,0.78459,0.85589,0.55923,1.25645,0.62575,0.99339,0.000203591,0.000203591,0.000203591
68,2454.64,1.08795,0.5602,0.9262,0.90088,0.77882,0.85228,0.56402,1.24143,0.61629,0.99036,0.000189842,0.000189842,0.000189842
69,2489.39,1.07693,0.55444,0.9219,0.89983,0.777,0.85459,0.56494,1.22929,0.6199,0.98408,0.000176094,0.000176094,0.000176094
70,2526.13,1.07419,0.55447,0.92427,0.87029,0.7841,0.85233,0.56506,1.23875,0.62242,0.98684,0.000162345,0.000162345,0.000162345
71,2582.98,1.1083,0.54419,0.93837,0.86449,0.79386,0.83908,0.54904,1.24752,0.63439,0.9914,0.000148596,0.000148596,0.000148596
72,2614.66,1.09226,0.53597,0.92638,0.85954,0.77526,0.84546,0.56201,1.22838,0.62539,0.98467,0.000134848,0.000134848,0.000134848
73,2646.26,1.07491,0.52533,0.92608,0.85894,0.78478,0.84254,0.56093,1.24383,0.62798,0.98953,0.000121099,0.000121099,0.000121099
74,2677.94,1.06332,0.52219,0.92418,0.88128,0.77825,0.85231,0.5665,1.23103,0.61802,0.98514,0.00010735,0.00010735,0.00010735
75,2709.93,1.05747,0.51582,0.92266,0.88532,0.78055,0.84919,0.56305,1.22923,0.62051,0.98676,9.36017e-05,9.36017e-05,9.36017e-05
76,2742.28,1.04882,0.50945,0.91682,0.88106,0.78711,0.85036,0.5667,1.22851,0.61621,0.9862,7.98531e-05,7.98531e-05,7.98531e-05
77,2776.81,1.044,0.51024,0.91795,0.88506,0.7896,0.84641,0.56444,1.22674,0.61192,0.98396,6.61045e-05,6.61045e-05,6.61045e-05
78,2808.43,1.03622,0.50631,0.91725,0.85731,0.80011,0.85389,0.56712,1.22905,0.61391,0.9864,5.23559e-05,5.23559e-05,5.23559e-05
79,2842.4,1.0418,0.5047,0.91793,0.87524,0.78837,0.85262,0.56562,1.23112,0.614,0.98693,3.86073e-05,3.86073e-05,3.86073e-05
80,2876.37,1.02969,0.50273,0.91531,0.87237,0.79125,0.85028,0.56674,1.2229,0.61231,0.98291,2.48586e-05,2.48586e-05,2.48586e-05
