epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,6236.86,1.13145,0.59265,0.96084,0.85756,0.76309,0.8235,0.53425,1.26075,0.6535,1.01524,0.000327328,0.000327328,0.000327328
59,6384.98,1.13816,0.59632,0.96218,0.85029,0.7579,0.82864,0.54112,1.26453,0.64535,1.01844,0.00031358,0.00031358,0.00031358
60,6568.64,1.13994,0.58639,0.95387,0.85893,0.76703,0.83399,0.54715,1.26921,0.63649,1.01805,0.000299831,0.000299831,0.000299831
61,6733.36,1.11871,0.58238,0.95531,0.89497,0.7362,0.82874,0.53222,1.27293,0.6379,1.02161,0.000286083,0.000286083,0.000286083
62,6903.42,1.12335,0.58366,0.95628,0.89156,0.73216,0.81444,0.52995,1.2509,0.64664,1.01525,0.000272334,0.000272334,0.000272334
63,7064.14,1.11053,0.57277,0.9485,0.89375,0.74417,0.8305,0.52924,1.29268,0.63893,1.02695,0.000258585,0.000258585,0.000258585
64,7214.14,1.10165,0.57887,0.94927,0.86933,0.75775,0.83886,0.55157,1.25085,0.62762,1.0112,0.000244837,0.000244837,0.000244837
65,7351.59,1.08888,0.56247,0.94767,0.85527,0.78527,0.85039,0.55483,1.25716,0.6281,1.01272,0.000231088,0.000231088,0.000231088
66,7486.99,1.08854,0.55985,0.94047,0.82255,0.78861,0.83464,0.5519,1.23837,0.62804,1.00496,0.000217339,0.000217339,0.000217339
67,7668.98,1.0932,0.55851,0.94323,0.84356,0.77154,0.83822,0.55167,1.25206,0.63063,1.01271,0.000203591,0.000203591,0.000203591
68,7878.22,1.08285,0.55648,0.93853,0.86935,0.77349,0.83605,0.5472,1.23038,0.62621,1.00623,0.000189842,0.000189842,0.000189842
69,8009.22,1.06798,0.54479,0.93496,0.86542,0.78863,0.84784,0.56205,1.22328,0.61662,1.00311,0.000176094,0.000176094,0.000176094
70,8125.35,1.06365,0.54455,0.93932,0.86455,0.77207,0.8429,0.55289,1.25511,0.62218,1.01129,0.000162345,0.000162345,0.000162345
71,8249.24,1.10519,0.53933,0.95643,0.85318,0.79443,0.83856,0.55279,1.23794,0.62145,1.00686,0.000148596,0.000148596,0.000148596
72,8341.91,1.08883,0.5306,0.94437,0.86272,0.77618,0.83786,0.55915,1.22445,0.61778,1.00308,0.000134848,0.000134848,0.000134848
73,8431.26,1.07806,0.51745,0.94712,0.86572,0.76988,0.83625,0.55272,1.23126,0.61832,1.00904,0.000121099,0.000121099,0.000121099
74,8519.89,1.06825,0.51856,0.94179,0.86807,0.78871,0.84971,0.5631,1.22351,0.6088,1.00414,0.00010735,0.00010735,0.00010735
75,8643.75,1.0574,0.51047,0.94163,0.86746,0.76643,0.83799,0.55942,1.21759,0.60491,1.00374,9.36017e-05,9.36017e-05,9.36017e-05
76,8788.43,1.0503,0.50346,0.93538,0.87164,0.77611,0.8437,0.55534,1.22042,0.60489,1.00349,7.98531e-05,7.98531e-05,7.98531e-05
77,8934.72,1.05296,0.5032,0.93817,0.85449,0.79179,0.84379,0.55954,1.21355,0.60243,1.00382,6.61045e-05,6.61045e-05,6.61045e-05
78,9077.02,1.03401,0.49995,0.93524,0.85898,0.79625,0.84158,0.55718,1.22409,0.60155,1.00522,5.23559e-05,5.23559e-05,5.23559e-05
79,9196.04,1.04203,0.49907,0.93285,0.855,0.78383,0.84199,0.55963,1.22074,0.60646,1.00393,3.86073e-05,3.86073e-05,3.86073e-05
80,9321.4,1.02878,0.49341,0.93075,0.87353,0.77532,0.84735,0.56298,1.21722,0.59686,1.00264,2.48586e-05,2.48586e-05,2.48586e-05
