epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,26978.5,0.827,0.36804,0.85769,0.90739,0.76338,0.85924,0.61987,1.26688,0.87997,0.98528,0.00319375,0.00319375,0.00319375
57,27448.9,0.81985,0.36524,0.85458,0.90462,0.76498,0.85893,0.62004,1.26869,0.88186,0.98565,0.00307,0.00307,0.00307
58,27925.1,0.81172,0.36086,0.8548,0.90378,0.76551,0.85836,0.61935,1.2701,0.87651,0.98544,0.00294625,0.00294625,0.00294625
59,28395.4,0.80674,0.35792,0.85361,0.89974,0.76631,0.85812,0.61899,1.27038,0.86863,0.98524,0.0028225,0.0028225,0.0028225
60,28867.9,0.80584,0.35879,0.85371,0.89994,0.7652,0.85808,0.61891,1.27042,0.86543,0.98547,0.00269875,0.00269875,0.00269875
61,29339.7,0.80114,0.35524,0.85183,0.8994,0.76351,0.85796,0.61817,1.27179,0.86472,0.98593,0.002575,0.002575,0.002575
62,29811,0.79929,0.35186,0.85143,0.89649,0.76688,0.85842,0.6182,1.27133,0.86186,0.98585,0.00245125,0.00245125,0.00245125
63,30285.6,0.79268,0.34986,0.84918,0.89813,0.76627,0.8585,0.6182,1.27212,0.85967,0.986,0.0023275,0.0023275,0.0023275
64,30759.4,0.7868,0.34642,0.84925,0.89798,0.76566,0.85843,0.61824,1.27285,0.85757,0.98625,0.00220375,0.00220375,0.00220375
65,31233.1,0.78328,0.34542,0.84816,0.89814,0.76505,0.8585,0.61838,1.27259,0.85362,0.98603,0.00208,0.00208,0.00208
66,31705.3,0.77726,0.34237,0.84617,0.901,0.76444,0.85871,0.61866,1.2735,0.85136,0.98628,0.00195625,0.00195625,0.00195625
67,32177,0.77104,0.33773,0.84731,0.9024,0.76321,0.85894,0.61899,1.27478,0.85006,0.98648,0.0018325,0.0018325,0.0018325
68,32649.1,0.76592,0.33588,0.84369,0.90072,0.76364,0.85878,0.61885,1.2755,0.84897,0.98667,0.00170875,0.00170875,0.00170875
69,33119.3,0.76045,0.33458,0.8439,0.90053,0.76291,0.85857,0.61901,1.27633,0.84648,0.98708,0.001585,0.001585,0.001585
70,33590.6,0.7567,0.33176,0.84211,0.90368,0.7611,0.85836,0.61883,1.2777,0.84777,0.98768,0.00146125,0.00146125,0.00146125
71,34042.3,0.73166,0.31248,0.84826,0.9006,0.76262,0.85788,0.61835,1.27837,0.84826,0.9881,0.0013375,0.0013375,0.0013375
72,34493.8,0.72235,0.31002,0.84494,0.89991,0.76199,0.85759,0.61803,1.27958,0.84972,0.98874,0.00121375,0.00121375,0.00121375
73,34945.8,0.71515,0.30672,0.84247,0.90033,0.76092,0.85753,0.61783,1.28074,0.85231,0.98916,0.00109,0.00109,0.00109
74,35396.9,0.70782,0.30256,0.84301,0.89712,0.76306,0.85763,0.61716,1.28136,0.85454,0.98953,0.00096625,0.00096625,0.00096625
75,35848.3,0.70328,0.29985,0.84119,0.89847,0.76031,0.85772,0.61668,1.28208,0.85511,0.98982,0.0008425,0.0008425,0.0008425
76,36310.6,0.69666,0.29787,0.83962,0.89987,0.75848,0.85757,0.61671,1.28221,0.85687,0.99008,0.00071875,0.00071875,0.00071875
77,36761.6,0.69199,0.29539,0.839,0.90039,0.75808,0.85775,0.61695,1.28351,0.85897,0.99083,0.000595,0.000595,0.000595
78,37213.4,0.6834,0.29055,0.83666,0.89769,0.75985,0.85816,0.61759,1.28407,0.85596,0.9913,0.00047125,0.00047125,0.00047125
79,37664.7,0.67835,0.28887,0.83521,0.89707,0.76001,0.85794,0.61745,1.28451,0.85684,0.9917,0.0003475,0.0003475,0.0003475
80,38115.8,0.67308,0.28522,0.83427,0.89597,0.75985,0.85769,0.61768,1.28539,0.85847,0.99233,0.00022375,0.00022375,0.00022375
