epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,919.545,1.15216,0.61108,0.94321,0.83702,0.75384,0.82724,0.53404,1.30502,0.67775,1.0141,0.000781033,0.000781033,0.000781033
26,957.317,1.1474,0.60852,0.94876,0.8521,0.78548,0.84374,0.54156,1.28766,0.65055,1.00198,0.000767284,0.000767284,0.000767284
27,991.6,1.14613,0.5976,0.93958,0.88221,0.80045,0.85228,0.55015,1.27928,0.65134,1.00661,0.000753536,0.000753536,0.000753536
28,1025.81,1.12549,0.59727,0.94218,0.83356,0.77797,0.83373,0.53255,1.26538,0.65867,0.99924,0.000739787,0.000739787,0.000739787
29,1059.59,1.13111,0.58955,0.94186,0.86272,0.76448,0.83768,0.54292,1.25201,0.64427,0.99458,0.000726038,0.000726038,0.000726038
30,1095.58,1.116,0.58534,0.93466,0.81357,0.79806,0.83023,0.53473,1.27491,0.65512,1.00122,0.00071229,0.00071229,0.00071229
31,1129.97,1.11039,0.58384,0.93557,0.85692,0.76231,0.83989,0.54809,1.2713,0.66227,1.00032,0.000698541,0.000698541,0.000698541
32,1164.31,1.11682,0.5831,0.93746,0.8292,0.75768,0.81856,0.52152,1.2758,0.66676,1.00505,0.000684793,0.000684793,0.000684793
33,1198.5,1.11276,0.57209,0.93047,0.8625,0.75851,0.82195,0.53013,1.26572,0.66231,1.00079,0.000671044,0.000671044,0.000671044
34,1233.3,1.08045,0.55885,0.92514,0.83348,0.82133,0.83963,0.54259,1.25607,0.64183,0.9983,0.000657295,0.000657295,0.000657295
35,1271.13,1.10096,0.56982,0.92515,0.89061,0.7665,0.846,0.53783,1.2949,0.65177,1.00587,0.000643547,0.000643547,0.000643547
36,1304.98,1.09325,0.56484,0.92658,0.89068,0.76821,0.848,0.55344,1.25631,0.6324,0.99686,0.000629798,0.000629798,0.000629798
37,1338.88,1.09619,0.56552,0.93167,0.85205,0.79778,0.85359,0.55802,1.24438,0.63819,0.99065,0.000616049,0.000616049,0.000616049
38,1372.66,1.07441,0.55644,0.92133,0.87655,0.78559,0.85814,0.56418,1.24034,0.63096,0.99296,0.000602301,0.000602301,0.000602301
39,1407.59,1.07085,0.55416,0.9226,0.87853,0.79291,0.84314,0.55347,1.23157,0.63042,0.98846,0.000588552,0.000588552,0.000588552
40,1439.41,1.07255,0.55205,0.92049,0.83509,0.80156,0.83936,0.54992,1.2406,0.63866,0.99331,0.000574804,0.000574804,0.000574804
41,1476.75,1.06598,0.54229,0.92,0.88739,0.7618,0.84352,0.54934,1.25756,0.64143,0.99727,0.000561055,0.000561055,0.000561055
42,1511.62,1.06041,0.54132,0.91599,0.84356,0.80534,0.85521,0.54533,1.26673,0.63599,1.00185,0.000547306,0.000547306,0.000547306
43,1546.96,1.04353,0.54012,0.91668,0.89137,0.77986,0.85889,0.56835,1.23484,0.62136,0.99157,0.000533558,0.000533558,0.000533558
44,1581.86,1.03611,0.53052,0.91483,0.86697,0.78139,0.85099,0.55229,1.28077,0.63764,1.0039,0.000519809,0.000519809,0.000519809
45,1615.82,1.04852,0.53205,0.91556,0.87364,0.75671,0.84507,0.55066,1.24933,0.62888,0.99487,0.00050606,0.00050606,0.00050606
46,1652.8,1.05502,0.54388,0.91427,0.88771,0.79761,0.85916,0.5634,1.23727,0.61579,0.99654,0.000492312,0.000492312,0.000492312
47,1684.74,1.03646,0.52773,0.91439,0.84895,0.79479,0.84609,0.55602,1.25969,0.6282,0.99767,0.000478563,0.000478563,0.000478563
48,1718.27,1.04113,0.53046,0.91161,0.87532,0.81066,0.86022,0.56288,1.2591,0.61979,0.99719,0.000464815,0.000464815,0.000464815
49,1752.37,1.01527,0.51761,0.90614,0.88236,0.78793,0.85277,0.56378,1.25734,0.6478,0.99789,0.000451066,0.000451066,0.000451066
50,1789.07,1.01616,0.51726,0.90746,0.87348,0.80515,0.85511,0.5641,1.2256,0.6124,0.98827,0.000437317,0.000437317,0.000437317
51,1826.22,0.99766,0.51164,0.90473,0.85016,0.79405,0.83463,0.54551,1.25336,0.61923,1.00163,0.000423569,0.000423569,0.000423569
52,1859.8,1.01045,0.51785,0.90569,0.87121,0.8198,0.85736,0.56839,1.23847,0.61368,0.9962,0.00040982,0.00040982,0.00040982
53,1893.29,1.00668,0.50851,0.90948,0.87575,0.8102,0.85776,0.57389,1.21361,0.60544,0.98799,0.000396071,0.000396071,0.000396071
54,1926.93,1.01411,0.50872,0.90028,0.87509,0.79721,0.85816,0.57088,1.2205,0.61302,0.98706,0.000382323,0.000382323,0.000382323
55,1964.44,0.99804,0.50619,0.90283,0.85305,0.80553,0.86169,0.5631,1.2517,0.62229,0.99711,0.000368574,0.000368574,0.000368574
56,1997.4,0.9986,0.50438,0.89981,0.85438,0.82924,0.86089,0.57056,1.23794,0.60408,0.99482,0.000354826,0.000354826,0.000354826
57,2029.17,0.97786,0.49637,0.89659,0.86824,0.82164,0.85766,0.56433,1.21467,0.59563,0.98825,0.000341077,0.000341077,0.000341077
58,2063.29,0.97193,0.49382,0.89893,0.91503,0.78579,0.85815,0.57156,1.21604,0.60642,0.98516,0.000327328,0.000327328,0.000327328
59,2097.41,0.96846,0.49365,0.89823,0.88747,0.7997,0.84781,0.56252,1.23123,0.60657,0.99342,0.00031358,0.00031358,0.00031358
60,2133.98,0.97868,0.48986,0.89532,0.90354,0.78528,0.85506,0.5703,1.23798,0.60055,0.9952,0.000299831,0.000299831,0.000299831
61,2165.63,0.95741,0.48404,0.89394,0.86829,0.81226,0.86035,0.56788,1.21815,0.59978,0.98963,0.000286083,0.000286083,0.000286083
62,2199.74,0.96857,0.48912,0.89716,0.87359,0.81317,0.86073,0.57476,1.22115,0.59844,0.99104,0.000272334,0.000272334,0.000272334
63,2233.43,0.95166,0.48143,0.89004,0.85244,0.81098,0.85485,0.56336,1.23766,0.60625,0.99799,0.000258585,0.000258585,0.000258585
64,2268.05,0.94645,0.48422,0.8903,0.86915,0.80791,0.85966,0.56956,1.2494,0.6064,1.00189,0.000244837,0.000244837,0.000244837
65,2305.23,0.93754,0.47516,0.89085,0.87261,0.81105,0.85343,0.57206,1.21694,0.60424,0.98775,0.000231088,0.000231088,0.000231088
66,2341.91,0.94227,0.47352,0.88777,0.88522,0.79985,0.85662,0.56293,1.21617,0.59729,0.98703,0.000217339,0.000217339,0.000217339
67,2375.46,0.93824,0.47432,0.88586,0.87664,0.81101,0.84766,0.5527,1.22955,0.59988,0.99224,0.000203591,0.000203591,0.000203591
68,2409.99,0.9332,0.47066,0.88443,0.87209,0.80723,0.85489,0.57111,1.20887,0.5935,0.9864,0.000189842,0.000189842,0.000189842
69,2445.17,0.92488,0.46551,0.88305,0.86677,0.83093,0.86019,0.57838,1.20758,0.5875,0.98501,0.000176094,0.000176094,0.000176094
70,2482.47,0.92981,0.46919,0.8874,0.86927,0.81906,0.8542,0.57111,1.20766,0.59116,0.98655,0.000162345,0.000162345,0.000162345
71,2540.46,0.96083,0.45969,0.89779,0.89036,0.80058,0.8523,0.57009,1.21744,0.58829,0.9873,0.000148596,0.000148596,0.000148596
72,2574.3,0.94446,0.45338,0.8861,0.87308,0.80512,0.85217,0.57022,1.20683,0.5881,0.98322,0.000134848,0.000134848,0.000134848
73,2607.67,0.93407,0.445,0.88874,0.87752,0.79932,0.85455,0.57054,1.22029,0.59055,0.99042,0.000121099,0.000121099,0.000121099
74,2641.07,0.92515,0.44342,0.88559,0.87428,0.79126,0.85117,0.56801,1.23322,0.59399,0.99296,0.00010735,0.00010735,0.00010735
75,2677.56,0.91844,0.44059,0.88591,0.87551,0.80667,0.85256,0.5745,1.21041,0.58857,0.98967,9.36017e-05,9.36017e-05,9.36017e-05
76,2716.28,0.91643,0.43525,0.88262,0.88174,0.80381,0.85185,0.57107,1.20869,0.58734,0.98718,7.98531e-05,7.98531e-05,7.98531e-05
77,2754.5,0.9109,0.43656,0.88447,0.8724,0.81925,0.85441,0.5757,1.21086,0.5849,0.98761,6.61045e-05,6.61045e-05,6.61045e-05
78,2792.77,0.90305,0.43304,0.88299,0.88317,0.8084,0.85318,0.57135,1.20816,0.58307,0.98602,5.23559e-05,5.23559e-05,5.23559e-05
79,2834.18,0.91106,0.43621,0.88409,0.88978,0.79425,0.85377,0.57042,1.20979,0.58448,0.98713,3.86073e-05,3.86073e-05,3.86073e-05
80,2874.2,0.90203,0.43416,0.88203,0.89411,0.79709,0.85419,0.5735,1.20623,0.58384,0.98449,2.48586e-05,2.48586e-05,2.48586e-05
